pmid,year,title,journal,screen_reason,url
22397717,2012,"Vinylidene-quinone methides, photochemical generation and β-silicon effect on reactivity.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22397717/
22366557,2012,"Low-dose, prospective triggered high-pitch spiral coronary computed tomography angiography: comparison with retrospective spiral technique.",Academic radiology,MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/22366557/
22354734,2012,Fast and effective: intense pulse light photodynamic inactivation of bacteria.,Journal of industrial microbiology & biotechnology,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/22354734/
22307091,2012,Reaction of the m-THPC triplet state with the antioxidant Trolox and the anesthetic Propofol: modulation of photosensitization mechanisms relevant to photodynamic therapy?,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/22307091/
22274855,2012,Substantial dose reduction in modern multi-slice spiral computed tomography (MSCT)-guided craniofacial and skull base surgery.,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/22274855/
22212815,2012,Zwitterionic biphenyl quinone methides in photodehydration reactions of 3-hydroxybiphenyl derivatives: laser flash photolysis and antiproliferation study.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22212815/
22209153,2012,"A multi-institutional study of feasibility, implementation, and early clinical results with noninvasive breast brachytherapy for tumor bed boost.","International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=3),https://pubmed.ncbi.nlm.nih.gov/22209153/
22183323,2012,Neuroprotective dose response in RCS rats implanted with microphotodiode arrays.,Advances in experimental medicine and biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22183323/
21964904,2012,Retrospective dosimetry with alumina substrate from electronic components.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/21964904/
21964497,2012,Prospectively ECG-triggered high-pitch spiral acquisition for cardiac CT angiography in routine clinical practice: initial results.,Journal of thoracic imaging,MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/21964497/
21703793,2012,Estimation and comparison of effective dose (E) in standard chest CT by organ dose measurements and dose-length-product methods and assessment of the influence of CT tube potential (energy dependency) on effective dose in a dual-source CT.,European journal of radiology,MR/CT imaging 'FLASH': dual-source CT,https://pubmed.ncbi.nlm.nih.gov/21703793/
22192505,2011,Vitamin A activates rhodopsin and sensitizes it to ultraviolet light.,Visual neuroscience,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22192505/
22093851,2011,[Evaluating radiation dose of 128-slice dual-source computed tomographic coronary angiography with different electrocardiogram pulsing models].,Zhonghua yi xue za zhi,MR/CT imaging 'FLASH': dual-source computed tomograph,https://pubmed.ncbi.nlm.nih.gov/22093851/
22058070,2011,Microwave-assisted synthesis of colloidal inorganic nanocrystals.,Angewandte Chemie (International ed. in English),no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/22058070/
22047469,2011,The role of triplet state keto-enol tautomerism in the photodeamination of metamitron.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22047469/
22026405,2011,Synthesis and photochromism of naphthopyrans bearing naphthalimide chromophore: predominant thermal reversibility in color-fading and fluorescence switch.,The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22026405/
22008723,2011,Sterically congested quinone methides in photodehydration reactions of 4-hydroxybiphenyl derivatives and investigation of their antiproliferative activity.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22008723/
21950599,2011,Photoreduction of chlorothalonil fungicide on plant leaf models.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21950599/
21942283,2011,Photochemical activation of ruthenium(II)-pyridylamine complexes having a pyridine-N-oxide pendant toward oxygenation of organic substrates.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21942283/
21924780,2011,Extracting atomic numbers and electron densities from a dual source dual energy CT scanner: experiments and a simulation model.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/21924780/
21923146,2011,Potential phototoxicity of rosuvastatin mediated by its dihydrophenanthrene-like photoproduct.,Chemical research in toxicology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21923146/
21910731,2011,Distinguishing the parallel and vertical orientations and optic axis characteristics determination of azobenzene mesogen by conoscopic polarized microscopy.,Journal of microscopy,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21910731/
21894937,2011,Triplet-sensitized photoreactivity of a geminal diazidoalkane.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21894937/
21833435,2011,Photophysics and photochemistry of aflatoxins B1 and B2.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21833435/
21793062,2011,Probing lipid peroxidation by using linoleic acid and benzophenone.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21793062/
21732657,2011,Photolysis of (3-methyl-2H-azirin-2-yl)-phenylmethanone: direct detection of a triplet vinylnitrene intermediate.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21732657/
21718021,2011,Preventing the formation of the long-lived colored transoid-trans photoisomer in photochromic benzopyrans.,Organic letters,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21718021/
21626908,2011,Internal margin assessment using cine MRI analysis of deglutition in head and neck cancer radiotherapy.,Medical physics,MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/21626908/
21599370,2011,Decay of cystalline order and equilibration during the solid-to-plasma transition induced by 20-fs microfocused 92-eV free-electron-laser pulses.,Physical review letters,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/21599370/
21552166,2011,Changes in self-reported hot flashes and their association with concurrent changes in insomnia symptoms among women with breast cancer.,"Menopause (New York, N.Y.)",curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/21552166/
21491537,2011,Decatungstate (W10O32(4-))/silane: a new and promising radical source under soft light irradiation.,Macromolecular rapid communications,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21491537/
21425810,2011,Quinone methide generation via photoinduced electron transfer.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21425810/
21356144,2011,Establishing an experimental model of photodynamically induced anterior ischemic optic neuropathy.,Visual neuroscience,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21356144/
23444564,2011,Siemens Somatom Definition Flash. The latest in dual-source CT.,Health devices,MR/CT imaging 'FLASH': Somatom,https://pubmed.ncbi.nlm.nih.gov/23444564/
21344523,2011,Visible light-induced release of nitrogen monoxide from a nitrosylrhodium complex.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21344523/
21324616,2011,Bioterrorism: the effects of biological decontamination on the recovery of electronic evidence.,Forensic science international,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21324616/
21294821,2011,Flash infrared radiation disinfection of fibrous filters contaminated with bioaerosols.,Journal of applied microbiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21294821/
21280633,2011,Enhancement of the catalytic activity of supported gold nanoparticles for the Fenton reaction by light.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21280633/
21263557,2011,Damage mechanisms of MoN/SiN multilayer optics for next-generation pulsed XUV light sources.,Optics express,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/21263557/
21309356,2010,Coronary computed tomography angiography in a single cardiac cycle with a mean radiation dose of approximately 1 mSv: initial experience.,Revista portuguesa de cardiologia : orgao oficial da Sociedade Portuguesa de Cardiologia = Portuguese journal of cardiology : an official journal of the Portuguese Society of Cardiology,MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/21309356/
20883047,2010,"Photoenolization-induced oxirane ring opening in 2,5-dimethylbenzoyl oxiranes to form pharmaceutically promising indanone derivatives.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20883047/
20863115,2010,Photogeneration and reactivity of naphthoquinone methides as purine selective DNA alkylating agents.,Journal of the American Chemical Society,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/20863115/
20853882,2010,Electron transfer from oligothiophenes in the higher triplet excited states.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20853882/
20849107,2010,Cyanocarbanion-based spin-crossover materials: photocrystallographic and photomagnetic studies of a new iron(II) neutral chain.,Inorganic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20849107/
20732707,2010,Effect of dissolved organic compounds on the photodegradation of the herbicide MCPA in aqueous solution.,Water research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20732707/
20695469,2010,Enhanced photostability of the anthracene chromophore in aqueous medium upon protein encapsulation.,The journal of physical chemistry. B,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/20695469/
20692009,2010,Degradation of thiacloprid in aqueous solution by UV and UV/H2O2 treatments.,Chemosphere,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/20692009/
20691601,2010,"Studies on preparation and photodynamic mechanism of chlorin P6-13,15-N-(cyclohexyl)cycloimide (Chlorin-H) and its antitumor effect for photodynamic therapy in vitro and in vivo.",Bioorganic & medicinal chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20691601/
20687143,2010,Water stable Zr-benzenedicarboxylate metal-organic frameworks as photocatalysts for hydrogen generation.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/20687143/
20661497,2010,Fast and ultrafast spectroscopic investigation of tetracycline derivatives in organic and aqueous media.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20661497/
20540105,2010,Flash nano-welding: investigation and control of the photothermal response of ultrathin bismuth sulfide nanowire films.,"Advanced materials (Deerfield Beach, Fla.)",no radiation signal + off-topic term: flash nano,https://pubmed.ncbi.nlm.nih.gov/20540105/
20442954,2010,Photochemical deuterium exchange in phenyl-substituted pyrroles and indoles in CD3CN-D2O.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20442954/
20441154,2010,Direct site-directed photocoupling of proteins onto surfaces coated with beta-cyclodextrins.,Langmuir : the ACS journal of surfaces and colloids,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20441154/
20423160,2010,"Experimental and theoretical (DFT) characterization of the excited states and N-centered radical species derived from 2-aminobenzimidazole, the core substructure of a family of bioactive compounds.",The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20423160/
20404737,2010,Dual energy CT of the chest: how about the dose?,Investigative radiology,MR/CT imaging 'FLASH': Dual Source computed tomograph,https://pubmed.ncbi.nlm.nih.gov/20404737/
20304766,2010,"Photon energy dependence of three fortuitous dosemeters from personal electronic devices, measured by optically stimulated luminescence.",Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20304766/
20236771,2010,Dried irradiated human amniotic membrane as a biological dressing for facial burns--a 7-year case series.,Burns : journal of the International Society for Burn Injuries,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20236771/
20221458,2010,The pH-dependent photochemistry of anthraquinone-2-sulfonate.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20221458/
20221455,2010,Characterization of the 4'-hydroxynaphthoflavylium network of chemical reactions.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20221455/
20113429,2010,Photoreaction cycle of phoborhodopsin (sensory rhodopsin II) from Halobacterium salinarum expressed in Escherichia coli.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20113429/
20074210,2010,Dynamics of flavin semiquinone protolysis in L-alpha-hydroxyacid-oxidizing flavoenzymes--a study using nanosecond laser flash photolysis.,The FEBS journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20074210/
20045599,2010,Initial in vivo rodent sodium and proton MR imaging at 21.1 T.,Magnetic resonance imaging,MR/CT imaging 'FLASH': Fast Low Angle Shot,https://pubmed.ncbi.nlm.nih.gov/20045599/
21977394,2010,Flash laser annealing for controlling size and shape of magnetic alloy nanoparticles.,Beilstein journal of nanotechnology,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/21977394/
20027121,2010,Saving dose in triple-rule-out computed tomography examination using a high-pitch dual spiral technique.,Investigative radiology,MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/20027121/
19947973,2010,Reaction pathways for the photodegradation of the organophosphorus cyanophos in aqueous solutions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19947973/
19915611,2010,FLASH degradation in response to UV-C results in histone locus bodies disruption and cell-cycle arrest.,Oncogene,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/19915611/
19819179,2010,Improved synthesis of sucrose fatty acid monoesters under ultrasonic irradiation.,Ultrasonics sonochemistry,off-topic sense of 'flash': flash column,https://pubmed.ncbi.nlm.nih.gov/19819179/
19810686,2010,Steady-state and time-resolved studies of the photocleavage of lysozyme by Co(III) complexes.,Langmuir : the ACS journal of surfaces and colloids,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19810686/
20098549,2009,Different intensity extension methods and their impact on entrance dose in breast radiotherapy: A study.,Journal of medical physics,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/20098549/
19921883,2009,Formation of chlorinated intermediate from bisphenol A in surface saline water under simulated solar light irradiation.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19921883/
19789807,2009,Photocycloaddition of the T1 excited state of thioinosine to uridine and adenosine.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic title subject: cycloadd,https://pubmed.ncbi.nlm.nih.gov/19789807/
19727465,2009,Photochemistry of gold nanoparticles functionalized with an iron(II) terpyridine complex. An integrated visible light photocatalyst for hydrogen generation.,"Dalton transactions (Cambridge, England : 2003)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/19727465/
19711386,2009,Change in the site of electron-transfer reduction of a zinc-quinoxalinoporphyrin/gold-quinoxalinoporphyrin dyad by binding of scandium ions and the resulting remarkable elongation of the charge-shifted-state lifetime.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19711386/
19650661,2009,Photochemical generation and the reactivity of o-naphthoquinone methides in aqueous solutions.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/19650661/
19629513,2009,Longer lasting electroretinographic recordings from the isolated and superfused murine retina.,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19629513/
19610628,2009,"On the mechanism of photochromism of 4'-N,N-dimethylamino-7-hydroxyflavylium in pluronic F127.",The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19610628/
19582278,2009,Reactivity of hydroxyl radicals with neonicotinoid insecticides: mechanism and changes in toxicity.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19582278/
19462393,2009,Photonucleophilic addition of the epsilon-amino group of lysine to a triflusal metabolite as a mechanistic key to photoallergy mediated by the parent drug.,ChemMedChem,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19462393/
19432412,2009,Microwave flash pyrolysis.,The Journal of organic chemistry,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/19432412/
19394712,2009,4D-MRI analysis of lung tumor motion in patients with hemidiaphragmatic paralysis.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,MR/CT imaging 'FLASH': FLASH MRI sequences,https://pubmed.ncbi.nlm.nih.gov/19394712/
19378934,2009,Photophysics and photochemistry of an asymmetrically substituted diazene: a suitable cage effect probe.,The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19378934/
19336846,2009,The optimization of intensity modulated radiotherapy in cases where the planning target volume extends into the build-up region.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/19336846/
19332343,2009,High-pitch spiral acquisition: a new scan mode for coronary CT angiography.,Journal of cardiovascular computed tomography,MR/CT imaging 'FLASH': High-pitch,https://pubmed.ncbi.nlm.nih.gov/19332343/
19295245,2009,Can dynamic MR imaging predict response in patients with rectal cancer undergoing cetuximab-based neoadjuvant chemoradiation?,Onkologie,MR/CT imaging 'FLASH': FLASH sequences,https://pubmed.ncbi.nlm.nih.gov/19295245/
19249838,2009,Photolabile protecting groups based on the singlet state photodecarboxylation of xanthone acetic acid.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19249838/
19240332,2009,Room-temperature scavengers for macromolecular crystallography: increased lifetimes and modified dose dependence of the intensity decay.,Journal of synchrotron radiation,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/19240332/
19215826,2009,"4D-Imaging of the lung: reproducibility of lesion size and displacement on helical CT, MRI, and cone beam CT in a ventilated ex vivo system.","International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/19215826/
19199572,2009,Mechanism of chromophore assisted laser inactivation employing fluorescent proteins.,Analytical chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19199572/
19132940,2009,Excited state carbene formation from UV irradiated diazomethane.,The Journal of organic chemistry,off-topic title subject: carbene,https://pubmed.ncbi.nlm.nih.gov/19132940/
19129890,2009,Non-thermal desorption/ablation of molecular solids induced by ultra-short soft x-ray pulses.,Optics express,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/19129890/
19115876,2009,"Photochromism of 7,4'-dihydroxyflavylium in an AOT reversed micelle system.",Langmuir : the ACS journal of surfaces and colloids,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19115876/
19115813,2009,Photochemistry of 7-hydroxy-2-(4-hydroxystyryl)-1-benzopyrylium and related compounds.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19115813/
19114106,2009,Implementation of a flash-photolysis system for time-resolved cryo-electron microscopy.,Journal of structural biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19114106/
19081981,2009,Microsecond charge separation upon photoexcitation of gold nanoparticles in imidazolium ionic liquids.,"Dalton transactions (Cambridge, England : 2003)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19081981/
19062165,2009,Transient and steady-state photolysis of p-nitroaniline in aqueous solution.,Journal of hazardous materials,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19062165/
18989938,2009,A mechanistic study on the phototoxicity of atorvastatin: singlet oxygen generation by a phenanthrene-like photoproduct.,Chemical research in toxicology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18989938/
18673327,2009,"A blocked diketo form of avobenzone: photostability, photosensitizing properties and triplet quenching by a triazine-derived UVB-filter.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18673327/
19146323,2008,Effects of luminance and saccadic suppression on perisaccadic spatial distortions.,Journal of vision,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19146323/
19082029,2008,"Long-lived (minutes) photoinduced charge separation in a structured periodic mesoporous titania containing 2,4,6-triphenylpyrylium as guest.","Dalton transactions (Cambridge, England : 2003)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19082029/
19031904,2008,Removal of ammonia by OH radical in aqueous phase.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19031904/
18928265,2008,Properties of excited radical cations of substituted oligothiophenes.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18928265/
18761373,2008,A Micro-Electrode Array device coupled to a laser-based system for the local stimulation of neurons by optical release of glutamate.,Journal of neuroscience methods,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18761373/
18703583,2008,The use of a portable electronic device in accident dosimetry.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/18703583/
18686948,2008,Ab initio study of the mechanism for photoinduced Yl-oxygen exchange in uranyl(VI) in acidic aqueous solution.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18686948/
18671358,2008,Cis-trans photoisomerization of fluorescent-protein chromophores.,The journal of physical chemistry. B,off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/18671358/
18670550,2008,Observation of nanosecond laser induced fluorescence of in vitro seawater phytoplankton.,Applied optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18670550/
18666497,2008,Should my new curing light be an LED?,Operative dentistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18666497/
18642940,2008,"Structure, photophysical property, and cytotoxicity of human serum albumin complexed with tris(dicarboxymethylene)[60]fullerene.",Bioconjugate chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18642940/
18642837,2008,Photodegradation of the acaricide abamectin: a kinetic study.,Journal of agricultural and food chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18642837/
18579656,2008,Complex temporal response patterns with a simple retinal circuit.,Journal of neurophysiology,MR/CT imaging 'FLASH': flash in the sequence,https://pubmed.ncbi.nlm.nih.gov/18579656/
18579406,2008,"Photoreactions of 1,4-naphthoquinone with lysozyme studied by laser flash photolysis and steady-state analysis.","Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18579406/
18578497,2008,Photosensitized oxidation of alkyl phenyl sulfoxides. C-S bond cleavage in alkyl phenyl sulfoxide radical cations.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18578497/
18543881,2008,Photoinduced electron transfer via nonbuttressed metal-metal bonds. The photochemical study of binuclear complexes with platinum-thallium bonds.,The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18543881/
18522134,2008,Mechanism of C60 photoreactivity in water: fate of triplet state and radical anion and production of reactive oxygen species.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18522134/
18507380,2008,Trapping and structural elucidation of a very advanced intermediate in the lesion-extrusion pathway of hOGG1.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18507380/
18416572,2008,Gaining an insight into the photoreactivity of a drug in a protein environment: a case study on nalidixic acid and serum albumin.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18416572/
18313525,2008,Intraoperative radiation therapy in resected pancreatic carcinoma: long-term analysis.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/18313525/
18290662,2008,Photocyclization of iminyl radicals: theoretical study and photochemical aspects.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18290662/
18278877,2008,Laser flash photolysis generation of high-valent transition metal-oxo species: insights from kinetic studies in real time.,Accounts of chemical research,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18278877/
18264594,2008,Photochemical reactions of 4-thiouridine disulfide and 4-benzylthiouridine--the involvement of the 4-pyrimidinylthiyl radical.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18264594/
18225880,2008,Charge separation in acridine- and phenothiazine-modified DNA.,The journal of physical chemistry. B,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18225880/
18220262,2008,Investigation of selective retina treatment (SRT) by means of 8 ns laser pulses in a rabbit model.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/18220262/
18187404,2008,An improved LC-MS/MS procedure for brain prostanoid analysis using brain fixation with head-focused microwave irradiation and liquid-liquid extraction.,Journal of lipid research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/18187404/
18167599,2008,Surface photochemistry of the herbicide napropamide. The role of the media and environmental factors in directing the fates of intermediates.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/18167599/
18075700,2008,Anomalous reactivity of radical cations produced by photosensitized oxidation of 4-methoxybenzyl alcohol derivatives: role of the sensitizer.,Physical chemistry chemical physics : PCCP,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18075700/
