pmid,year,title,journal,screen_reason,url
23931185,2014,Photochemical Behavior and Photolysis of Protonated Forms of Levofloxacin.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/23931185/
24716183,2013,Integrating acupuncture into cancer care.,Journal of traditional and complementary medicine,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/24716183/
24355852,2013,Peracetic acid for secondary effluent disinfection: a comprehensive performance assessment.,Water science and technology : a journal of the International Association on Water Pollution Research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24355852/
24112109,2013,A LOV-domain-mediated blue-light-activated adenylate (adenylyl) cyclase from the cyanobacterium Microcoleus chthonoplastes PCC 7420.,The Biochemical journal,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24112109/
24061498,2013,"Photolysis of cycloxydim, a cyclohexanedione oxime herbicide. Detection, characterization and reactivity of the iminyl radical.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24061498/
24057421,2013,Photosolvolysis of bulky (4-hydroxyphenyl)naphthalene derivatives.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/24057421/
24050537,2013,"Emptying the β-cyclodextrin cavity by light: photochemical removal of the trans-chalcone of 4',7-dihydroxyflavylium.",The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/24050537/
24036118,2013,Unusual spectral properties of bacteriophytochrome Agp2 result from a deprotonation of the chromophore in the red-absorbing form Pr.,The Journal of biological chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24036118/
24022690,2013,Photochemistry and Cytotoxicity Evaluation of Heptamethinecyanine Near Infrared (NIR) Dyes.,International journal of molecular sciences,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/24022690/
23922314,2013,Red-light-induced cationic photopolymerization: perylene derivatives as efficient photoinitiators.,Macromolecular rapid communications,off-topic title subject: photopolymeri,https://pubmed.ncbi.nlm.nih.gov/23922314/
23906777,2013,Photochemical degradation of sunscreen agent 2-phenylbenzimidazole-5-sulfonic acid in different water matrices.,Water research,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/23906777/
23869692,2013,"A fluorine 1,2-migration via aryl cation/radical/radical anion/radical sequence.",Organic letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23869692/
23869544,2013,Water-soluble naphthalene diimides as singlet oxygen sensitizers.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/23869544/
23730875,2013,Behavior of drug excited states within macromolecules: binding of colchicine and derivatives to albumin.,The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23730875/
23702900,2013,Flash photolysis and pulse radiolysis studies on elastin hydrolysates.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/23702900/
23668297,2013,Balancing the risk of eye irritation from UV-C with infection from bioaerosols.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23668297/
23611019,2013,Impact of water on the cis-trans photoisomerization of hydroxychalcones.,The journal of physical chemistry. A,off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/23611019/
23581281,2013,Structural effects on the C-S bond cleavage in aryl tert-butyl sulfoxide radical cations.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23581281/
23320749,2013,"Thermodynamics, kinetics, and photochromism of oaklins: a recent family of deoxyanthocyanidins.",The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23320749/
23305534,2013,"Photophysical and electrochemical investigations of the fluorescent probe, 4,4'-bis(2-benzoxazolyl)stilbene.",The journal of physical chemistry. A,no radiation signal + off-topic term: fluorescent probe,https://pubmed.ncbi.nlm.nih.gov/23305534/
23215255,2013,"Thiazolo[3,4-b]indazole-2,2-dioxides as masked extended dipoles: pericyclic reactions of benzodiazafulvenium methides.",The Journal of organic chemistry,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/23215255/
22817341,2013,Photoinduced CC-coupling reactions of rigid diastereomeric benzophenone-methionine dyads.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22817341/
23138346,2012,In situ monitoring of flash-light sintering of copper nanoparticle ink for printed electronics.,Nanotechnology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/23138346/
22907833,2012,Evidence of photoinduced charge separation in the metal-organic framework MIL-125(Ti)-NH2.,Chemphyschem : a European journal of chemical physics and physical chemistry,no radiation signal + off-topic term: metal-organic framework,https://pubmed.ncbi.nlm.nih.gov/22907833/
22852818,2012,Selective oxidative degradation of organic pollutants by singlet oxygen-mediated photosensitization: tin porphyrin versus C60 aminofullerene systems.,Environmental science & technology,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/22852818/
22849534,2012,Photogeneration of benzhydryl cations by near-UV laser flash photolysis of pyridinium salts.,The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/22849534/
28516649,2012,Poster - Thur Eve - 71: Improved dose accuracy for plan checking IMRT breast plans.,Medical physics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/28516649/
22591218,2012,Photolytic generation of benzhydryl cations and radicals from quaternary phosphonium salts: how highly reactive carbocations survive their first nanoseconds.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22591218/
22543164,2012,Formation of a long-lived electron-transfer state in mesoporous silica-alumina composites enhances photocatalytic oxygenation reactivity.,Proceedings of the National Academy of Sciences of the United States of America,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/22543164/
22533612,2012,Sterically congested adamantylnaphthalene quinone methides.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22533612/
22497296,2012,"Photoinduced radical processes on the spinel (MgAl2O4) surface involving methane, ammonia, and methane/ammonia.",Langmuir : the ACS journal of surfaces and colloids,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22497296/
22470972,2012,How is the water molecule activated on metalloporphyrins? Oxygenation of substrates induced through one-photon/two-electron conversion in artificial photosynthesis by visible light.,Faraday discussions,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22470972/
22429960,2012,In-cage and out-of-cage combinations of benzylic radical pairs in the glassy and melted states of poly(alkyl methacrylate)s.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22429960/
22407590,2012,The effects of H-bonding and sterics on the photoreactivity of a trimethyl butyrophenone derivative.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/22407590/
22397717,2012,"Vinylidene-quinone methides, photochemical generation and β-silicon effect on reactivity.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22397717/
22307091,2012,Reaction of the m-THPC triplet state with the antioxidant Trolox and the anesthetic Propofol: modulation of photosensitization mechanisms relevant to photodynamic therapy?,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/22307091/
22212815,2012,Zwitterionic biphenyl quinone methides in photodehydration reactions of 3-hydroxybiphenyl derivatives: laser flash photolysis and antiproliferation study.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22212815/
22058070,2011,Microwave-assisted synthesis of colloidal inorganic nanocrystals.,Angewandte Chemie (International ed. in English),no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/22058070/
22047469,2011,The role of triplet state keto-enol tautomerism in the photodeamination of metamitron.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22047469/
22026405,2011,Synthesis and photochromism of naphthopyrans bearing naphthalimide chromophore: predominant thermal reversibility in color-fading and fluorescence switch.,The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22026405/
22008723,2011,Sterically congested quinone methides in photodehydration reactions of 4-hydroxybiphenyl derivatives and investigation of their antiproliferative activity.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/22008723/
21950599,2011,Photoreduction of chlorothalonil fungicide on plant leaf models.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21950599/
21942283,2011,Photochemical activation of ruthenium(II)-pyridylamine complexes having a pyridine-N-oxide pendant toward oxygenation of organic substrates.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21942283/
21923146,2011,Potential phototoxicity of rosuvastatin mediated by its dihydrophenanthrene-like photoproduct.,Chemical research in toxicology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21923146/
21910731,2011,Distinguishing the parallel and vertical orientations and optic axis characteristics determination of azobenzene mesogen by conoscopic polarized microscopy.,Journal of microscopy,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21910731/
21894937,2011,Triplet-sensitized photoreactivity of a geminal diazidoalkane.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21894937/
21833435,2011,Photophysics and photochemistry of aflatoxins B1 and B2.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21833435/
21793062,2011,Probing lipid peroxidation by using linoleic acid and benzophenone.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21793062/
21732657,2011,Photolysis of (3-methyl-2H-azirin-2-yl)-phenylmethanone: direct detection of a triplet vinylnitrene intermediate.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21732657/
21718021,2011,Preventing the formation of the long-lived colored transoid-trans photoisomer in photochromic benzopyrans.,Organic letters,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21718021/
21552166,2011,Changes in self-reported hot flashes and their association with concurrent changes in insomnia symptoms among women with breast cancer.,"Menopause (New York, N.Y.)",curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/21552166/
21491537,2011,Decatungstate (W10O32(4-))/silane: a new and promising radical source under soft light irradiation.,Macromolecular rapid communications,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21491537/
21425810,2011,Quinone methide generation via photoinduced electron transfer.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21425810/
21356144,2011,Establishing an experimental model of photodynamically induced anterior ischemic optic neuropathy.,Visual neuroscience,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21356144/
21344523,2011,Visible light-induced release of nitrogen monoxide from a nitrosylrhodium complex.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/21344523/
21324616,2011,Bioterrorism: the effects of biological decontamination on the recovery of electronic evidence.,Forensic science international,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21324616/
21294821,2011,Flash infrared radiation disinfection of fibrous filters contaminated with bioaerosols.,Journal of applied microbiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/21294821/
21280633,2011,Enhancement of the catalytic activity of supported gold nanoparticles for the Fenton reaction by light.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/21280633/
20883047,2010,"Photoenolization-induced oxirane ring opening in 2,5-dimethylbenzoyl oxiranes to form pharmaceutically promising indanone derivatives.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20883047/
20863115,2010,Photogeneration and reactivity of naphthoquinone methides as purine selective DNA alkylating agents.,Journal of the American Chemical Society,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/20863115/
20853882,2010,Electron transfer from oligothiophenes in the higher triplet excited states.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20853882/
20849107,2010,Cyanocarbanion-based spin-crossover materials: photocrystallographic and photomagnetic studies of a new iron(II) neutral chain.,Inorganic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20849107/
20732707,2010,Effect of dissolved organic compounds on the photodegradation of the herbicide MCPA in aqueous solution.,Water research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20732707/
20695469,2010,Enhanced photostability of the anthracene chromophore in aqueous medium upon protein encapsulation.,The journal of physical chemistry. B,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/20695469/
20692009,2010,Degradation of thiacloprid in aqueous solution by UV and UV/H2O2 treatments.,Chemosphere,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/20692009/
20691601,2010,"Studies on preparation and photodynamic mechanism of chlorin P6-13,15-N-(cyclohexyl)cycloimide (Chlorin-H) and its antitumor effect for photodynamic therapy in vitro and in vivo.",Bioorganic & medicinal chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20691601/
20687143,2010,Water stable Zr-benzenedicarboxylate metal-organic frameworks as photocatalysts for hydrogen generation.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/20687143/
20661497,2010,Fast and ultrafast spectroscopic investigation of tetracycline derivatives in organic and aqueous media.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20661497/
20540105,2010,Flash nano-welding: investigation and control of the photothermal response of ultrathin bismuth sulfide nanowire films.,"Advanced materials (Deerfield Beach, Fla.)",no radiation signal + off-topic term: flash nano,https://pubmed.ncbi.nlm.nih.gov/20540105/
20442954,2010,Photochemical deuterium exchange in phenyl-substituted pyrroles and indoles in CD3CN-D2O.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20442954/
20441154,2010,Direct site-directed photocoupling of proteins onto surfaces coated with beta-cyclodextrins.,Langmuir : the ACS journal of surfaces and colloids,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20441154/
20423160,2010,"Experimental and theoretical (DFT) characterization of the excited states and N-centered radical species derived from 2-aminobenzimidazole, the core substructure of a family of bioactive compounds.",The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20423160/
20304766,2010,"Photon energy dependence of three fortuitous dosemeters from personal electronic devices, measured by optically stimulated luminescence.",Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/20304766/
20221458,2010,The pH-dependent photochemistry of anthraquinone-2-sulfonate.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20221458/
20221455,2010,Characterization of the 4'-hydroxynaphthoflavylium network of chemical reactions.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20221455/
20113429,2010,Photoreaction cycle of phoborhodopsin (sensory rhodopsin II) from Halobacterium salinarum expressed in Escherichia coli.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20113429/
20074210,2010,Dynamics of flavin semiquinone protolysis in L-alpha-hydroxyacid-oxidizing flavoenzymes--a study using nanosecond laser flash photolysis.,The FEBS journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/20074210/
21977394,2010,Flash laser annealing for controlling size and shape of magnetic alloy nanoparticles.,Beilstein journal of nanotechnology,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/21977394/
19947973,2010,Reaction pathways for the photodegradation of the organophosphorus cyanophos in aqueous solutions.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19947973/
19819179,2010,Improved synthesis of sucrose fatty acid monoesters under ultrasonic irradiation.,Ultrasonics sonochemistry,off-topic sense of 'flash': flash column,https://pubmed.ncbi.nlm.nih.gov/19819179/
19810686,2010,Steady-state and time-resolved studies of the photocleavage of lysozyme by Co(III) complexes.,Langmuir : the ACS journal of surfaces and colloids,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19810686/
20098549,2009,Different intensity extension methods and their impact on entrance dose in breast radiotherapy: A study.,Journal of medical physics,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/20098549/
19921883,2009,Formation of chlorinated intermediate from bisphenol A in surface saline water under simulated solar light irradiation.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19921883/
19789807,2009,Photocycloaddition of the T1 excited state of thioinosine to uridine and adenosine.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,off-topic title subject: cycloadd,https://pubmed.ncbi.nlm.nih.gov/19789807/
19727465,2009,Photochemistry of gold nanoparticles functionalized with an iron(II) terpyridine complex. An integrated visible light photocatalyst for hydrogen generation.,"Dalton transactions (Cambridge, England : 2003)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/19727465/
19711386,2009,Change in the site of electron-transfer reduction of a zinc-quinoxalinoporphyrin/gold-quinoxalinoporphyrin dyad by binding of scandium ions and the resulting remarkable elongation of the charge-shifted-state lifetime.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19711386/
19650661,2009,Photochemical generation and the reactivity of o-naphthoquinone methides in aqueous solutions.,Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/19650661/
19610628,2009,"On the mechanism of photochromism of 4'-N,N-dimethylamino-7-hydroxyflavylium in pluronic F127.",The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19610628/
19582278,2009,Reactivity of hydroxyl radicals with neonicotinoid insecticides: mechanism and changes in toxicity.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19582278/
19462393,2009,Photonucleophilic addition of the epsilon-amino group of lysine to a triflusal metabolite as a mechanistic key to photoallergy mediated by the parent drug.,ChemMedChem,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19462393/
19432412,2009,Microwave flash pyrolysis.,The Journal of organic chemistry,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/19432412/
19249838,2009,Photolabile protecting groups based on the singlet state photodecarboxylation of xanthone acetic acid.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19249838/
19240332,2009,Room-temperature scavengers for macromolecular crystallography: increased lifetimes and modified dose dependence of the intensity decay.,Journal of synchrotron radiation,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/19240332/
19199572,2009,Mechanism of chromophore assisted laser inactivation employing fluorescent proteins.,Analytical chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19199572/
19115876,2009,"Photochromism of 7,4'-dihydroxyflavylium in an AOT reversed micelle system.",Langmuir : the ACS journal of surfaces and colloids,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19115876/
19115813,2009,Photochemistry of 7-hydroxy-2-(4-hydroxystyryl)-1-benzopyrylium and related compounds.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/19115813/
19114106,2009,Implementation of a flash-photolysis system for time-resolved cryo-electron microscopy.,Journal of structural biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19114106/
19081981,2009,Microsecond charge separation upon photoexcitation of gold nanoparticles in imidazolium ionic liquids.,"Dalton transactions (Cambridge, England : 2003)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19081981/
19062165,2009,Transient and steady-state photolysis of p-nitroaniline in aqueous solution.,Journal of hazardous materials,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19062165/
18989938,2009,A mechanistic study on the phototoxicity of atorvastatin: singlet oxygen generation by a phenanthrene-like photoproduct.,Chemical research in toxicology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18989938/
18673327,2009,"A blocked diketo form of avobenzone: photostability, photosensitizing properties and triplet quenching by a triazine-derived UVB-filter.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18673327/
19082029,2008,"Long-lived (minutes) photoinduced charge separation in a structured periodic mesoporous titania containing 2,4,6-triphenylpyrylium as guest.","Dalton transactions (Cambridge, England : 2003)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19082029/
19031904,2008,Removal of ammonia by OH radical in aqueous phase.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19031904/
18928265,2008,Properties of excited radical cations of substituted oligothiophenes.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18928265/
18761373,2008,A Micro-Electrode Array device coupled to a laser-based system for the local stimulation of neurons by optical release of glutamate.,Journal of neuroscience methods,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18761373/
18703583,2008,The use of a portable electronic device in accident dosimetry.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/18703583/
18686948,2008,Ab initio study of the mechanism for photoinduced Yl-oxygen exchange in uranyl(VI) in acidic aqueous solution.,Journal of the American Chemical Society,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18686948/
18671358,2008,Cis-trans photoisomerization of fluorescent-protein chromophores.,The journal of physical chemistry. B,off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/18671358/
18642940,2008,"Structure, photophysical property, and cytotoxicity of human serum albumin complexed with tris(dicarboxymethylene)[60]fullerene.",Bioconjugate chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18642940/
18642837,2008,Photodegradation of the acaricide abamectin: a kinetic study.,Journal of agricultural and food chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18642837/
18578497,2008,Photosensitized oxidation of alkyl phenyl sulfoxides. C-S bond cleavage in alkyl phenyl sulfoxide radical cations.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18578497/
18543881,2008,Photoinduced electron transfer via nonbuttressed metal-metal bonds. The photochemical study of binuclear complexes with platinum-thallium bonds.,The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18543881/
18522134,2008,Mechanism of C60 photoreactivity in water: fate of triplet state and radical anion and production of reactive oxygen species.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18522134/
18507380,2008,Trapping and structural elucidation of a very advanced intermediate in the lesion-extrusion pathway of hOGG1.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18507380/
18290662,2008,Photocyclization of iminyl radicals: theoretical study and photochemical aspects.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18290662/
18278877,2008,Laser flash photolysis generation of high-valent transition metal-oxo species: insights from kinetic studies in real time.,Accounts of chemical research,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18278877/
18264594,2008,Photochemical reactions of 4-thiouridine disulfide and 4-benzylthiouridine--the involvement of the 4-pyrimidinylthiyl radical.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18264594/
18225880,2008,Charge separation in acridine- and phenothiazine-modified DNA.,The journal of physical chemistry. B,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/18225880/
18220262,2008,Investigation of selective retina treatment (SRT) by means of 8 ns laser pulses in a rabbit model.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/18220262/
18187404,2008,An improved LC-MS/MS procedure for brain prostanoid analysis using brain fixation with head-focused microwave irradiation and liquid-liquid extraction.,Journal of lipid research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/18187404/
18075700,2008,Anomalous reactivity of radical cations produced by photosensitized oxidation of 4-methoxybenzyl alcohol derivatives: role of the sensitizer.,Physical chemistry chemical physics : PCCP,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18075700/
17943704,2008,"Modeling the photochemistry of the reference phototoxic drug lomefloxacin by steady-state and time-resolved experiments, and DFT and post-HF calculations.","Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17943704/
18047263,2007,BINOL-amino acid conjugates as triggerable carriers of DNA-targeted potent photocytotoxic agents.,Journal of medicinal chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18047263/
18028216,2007,"Photophysical properties and photobiological behavior of amodiaquine, primaquine and chloroquine.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18028216/
17880521,2007,Light-driven horseradish peroxidase cycle by using photo-activated methylene blue as the reducing agent.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17880521/
